ID,Company,Approval Memo,Type of Company ,Incubaton Track,Industry,Country of Origin,Funding Stage,Funding Since Joining QSTP,Sources of Funding,Status,Program Join Date,Graduation Date,Place of Incorporation,Registration Status,Date of Incorporation,Lease / Incubation Agreement,Agreement Signing Date,Agreement Start Date, Agreement Expiry Date,QSTP License Status,License Release Date,License Expiry Date,Location,Leased Space, Total Employees, Qatari Employees, Male Employees, Female Employees,"Researchers, Scientists, Engineers (RSE)", Qatari RSE, Male RSE, Female RSE,  Investment (2024) , Revenue (2024),"a
", Additional Information,Remarks,Founder / Licensee Manager,Email,Report Date,Approval Memo Status2,Registration Status CR,Registration (MOCI/QFC),CR Status,Lease / Incubation Agreement Status,Agreement Start Date2,Agreement Expiry Date, License,Remarks/ Registration,Registration Satus ,Step 1 (doc & Info recive ),Step 2,Step 3 (CR) ,Step 4
452,Extremity,01-Feb-26,Startup,Full Incubation,HardwareTech,Algeria,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,0,,,,13,,,,,,"""Extremity is a geophysics startup developing a patented technology for the O&G industry to enhance subsurface modelling, reduce exploration costs and modernize geophysical workflows. Their flagship product, NIPS (New Integrated Process Solution), digitizes and extracts key information from historical seismic documents and transforms them into fully interpretable digital models""",,,Imad Boufama,i.boufama@extremityenergy.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,,In Progress,,,,
453,Airmeter,01-Feb-26,Startup,Full Incubation,EnergyTech,Saudi Arabia,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,2,,,,1,,,,,,"""Airmeter is a PropTech submetering and billing platform that enables landlords to fairly and accurately split electricity costs among tenants in shared homes.""",,,Tarige Hassan,tarigehassan@hotmail.com,,Completed,Pre CR,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,,In Progress,,,,
454,AYOLA,01-Feb-26,Startup,Full Incubation,AgriTech,Qatar,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,4,,,,3,,,,,,"""AYOLA is a technology-driven agrifood startup developing a multi-tier system for cultivation and sun-drying of fruits and vegetables, designed specifically for hot, arid, and water-scarce regions""",,,Valeriy Bezyaev,info@ayola.cc,,Completed,Completed,MOCI,Completed,In Progress,,,Completed,Completed,Completed,Completed,Completed,Completed,Completed
455,Global Expand.io,01-Feb-26,Startup,Full Incubation,Enterprise SaaS,Canada,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,,,,,,,,,,,"""Global Expand is an AI-driven international expansion platform built to empower startups and scale-ups to enter and thrive in new markets with speed, confidence, and strategic clarity. They are building a SaaS platform that helps companies navigate market selection, product localization, go-to-market strategy, and organizational readiness with data-backed insights and practical tools.""",,,JanWillem Gille,jw@globalexpand.io,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,,In Progress,,,,
456,Gulf Picasso,01-Feb-26,Startup,Full Incubation,MediaTech,Sweden,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,,,,,,,,,,,"""Gulf Picasso is an Arabic-first AI creative platform that helps creators, brands, agencies, and educators across the Gulf and MENA generate and edit images and videos in minutes. They combine access to top generative AI models with a proprietary Cultural Intelligence layer that adapts outputs to Arabic language, country-specific style, and cultural norms, reducing retries and making results feel locally authentic by default""",,,Tarek Hamou,tarek@gulfpicasso.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,,In Progress,,,,
457,E Deviser,01-Feb-26,Startup,Full Incubation,EdTech,Pakistan,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,4,,,,3,,,,,,"""E Deviser is an AI-powered learning platform built on Outcome-Based Education that helps students overcome procrastination by creating daily study momentum through micro-goals, nudges, and behaviour-driven design. At the same time, it enables institutions to automatically measure real learning outcomes with real-time dashboards on retention, performance, and teaching quality, driving measurable academic impact""",,,Muhammad Bilal Bin Talib,bilal@edeviser.com,,Completed,Completed,MOCI,Completed,In Progress,In Progress,In Progress,Completed,Incubation Agreement ,Completed,Completed,Completed,Completed,Completed
458,AISell (Ealthiness),01-Feb-26,Startup,Full Incubation,HealthTech,Bosnia and Herzegovina,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,,,,,,,,,,,"""Ealthiness is an AI-powered healthcare platform that combines smart wearable technology with advanced analytics to deliver continuous, personalized health insights for users while enabling clinicians and organizations to access secure, anonymized population-level dashboards.""",,,Abdulrahim Klis,abudu.klis@gmail.com,,Completed,In Progress,In Progress,In Progress,In Progress,22-Apr-26,21-Apr-27,Awaiting Legal Documents,,,,,,
459,Liabify,06-Feb-26,Startup,Full Incubation,FinTech,Qatar,Pending,,NA,Active,,,Pending,Obtaining,,,,,,,,,,,10,,,,2,,,,,,"""Liabify is building an AI-powered employee finance platform that empowers employees to access and use their money smartly. The platform combines payments, salary management and AI driven financial wellness assistance. """,,,Allan Villegas,allan@liabify.com,,Completed,Completed,MOCI,Completed,Completed,20-2-2026,19-2-2027,Completed,Completed,Completed,Completed,Completed,Completed,Completed
460,NextOTC,06-Feb-26,Startup,Full Incubation,Web3 & Blockchain,Portugal,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,,,,,,,,,,,"""NexOTC is a FinTech startup developing a noncustodial settlement layer for crypto and tokenized assets in private deals. The solution gives institutions and brokers full control of every trade. They are a SaaS platform embedding blockchain technology.""",,,Sérgio Rebelo,svrebelo@nexotc.io,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,,In Progress,,,,
461,KavAI,06-Feb-26,Startup,Full Incubation,AI/ML/Data,United States,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,12,,,,4,,,,,,"""KavAI is developing active physical intelligence - a new type of AI foundation model designed to actively sense, interpret, and predict what is happening in the physical world, especially in complex industrial environments. The platform aims to prevent incidents, downtime and environmental damage""",,,Sepehre Bigdeli,Sam.Bigdeli@kavai.com,,Completed,Pre CR,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,,In Progress,,,,
462,Datox,06-Feb-26,Startup,Full Incubation,Enterprise SaaS,Qatar,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,Tech2 Unit 210-204,,2,0,0,0,0,,,,,,"""Datox is an AI-powered RegTech automation platform for investment managers and fund administrators. The platform turns complex disclosures into a fast, explainable, audit-ready workflow. Company backed by Alchemist Doha, QDB and IT Park Ventures""",,,Farrukhbek Mukhitdinov,farrukh@datox.ai,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,,In Progress,,,,
463,Armeta AI,06-Feb-26,Startup,Full Incubation,AI/ML/Data,Kazakhstan,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,Tech2 Unit 210-207,,,,,,,,,,,,"""Armeta AI is an Industrial AI platform that converts technical drawings and documents into structured and actionable data, providing full workflow automation across EPC projects. The full-stack AI platform is powered by proprietary foundation models trained on exclusive EPC data""",,,Temirlan Rakhmetzhanov,temirlan@armeta.ai,,Completed,Completed,QFC,Completed,In Progress,22-Feb-26,21-Feb-27,Completed,Completed,Completed,Completed,Completed,Completed,Completed
464,GattaCo,06-Feb-26,Startup,Full Incubation,HealthTech,United States,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,,,,,,,,,,,"""GattaCo is a US-based MedTech startup developing a self-collection medical device that converts finger-stick blood into lab-quality plasma for remote and at home diagnostic testing. Their use cases include decentralized testing and remote clinical trials.""",,,Mahmoud  Zubaidi,mahmoud.zubaidi@gattaco.com,,Completed,Pre CR,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,,In Progress,,,,
465,StackJunior,06-Feb-26,Startup,Full Incubation,EdTech,Qatar,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,2,0,0,1,,,,,,,"""StackJunior offers a complete learning ecosystem: an animated video curriculum for students, a teacher dashboard for classroom delivery, and AI-Lab kits that include smartglasses, speech-to-text tools, and computervision projects. Schools use StackJunior to deliver weekly AI lessons without needing specialist teachers. Parents use the platform to support home learning, and students access guided challenges that progressively build real technical skills.""",,,Ilyas Soladogun,ilyas.muy@gmail.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,,In Progress,,,,
466,RMB Games,06-Feb-26,Startup,Full Incubation,EdTech,United States,Pending,,NA,Onboarding,,,Pending,Obtaining,,,,,,,,,,,,,,,,,,,,,"""RMB Games is developing safe, multilingual learning apps for children aged 1–8. 450 learning activities covering early math, logic, alphabet, shapes, sports, art, creativity, problemsolving, digital literacy, and more. They provide customized learning plans, multiplayer learning modes, and a unique dual-learning model where children study academic subjects while simultaneously learning languages. They plan to create a fully dedicated Arabic early-learning ecosystem for Qatar and the GCC """,,,Denis Belov,support@rmbgames.com,,Completed,In Progress,In Progress,In Progress,Awaiting Legal Documents,,,Awaiting Legal Documents,,In Progress,,,,
467,Stratify Technology,12-Feb-26,Startup,Entry Track,Marketplace Tech,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"Stratify is a tech company creating a hub for 
innovation and seamless access to services, 
markets, and opportunities. With our first 
product the Stratify app, an all-in-one digital 
platform that connects individuals and 
businesses to verified professionals, service 
providers, and real-time events happening 
around them. Users can easily book trusted 
experts, purchase event tickets, and access 
tailored opportunities that match their needs",,,,yahia.allam91@gmail.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
468,Ahleen,12-Feb-26,Startup,Entry Track,Hospitality,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"Ahleen is a digital platform designed to simplify 
hotel booking in Syria, starting with Damascus 
and expanding to other cities soon. The platform 
connects travellers and local visitors with 
verified hotels, offering a simple, secure, and 
affordable booking experience.
",,,,hussam.haroun@pm-cg.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
469,Emrsve,12-Feb-26,Startup,Entry Track,HealthTech,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"Raha Kids is a mobile-first emotional regulation 
platform designed specifically for autistic 
children aged 4–10. The solution is multilingual 
and is tailored for neurodiverse cognition and 
cultural relevance. The platform targets the 
MENA region and diaspora markets, aiming for 
scalable impact",,,,,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
470,Nexora Smart Technologies,12-Feb-26,Startup,Entry Track,EdTech,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"Nexora is an AI-driven edtech startup focused 
on developing an AI powered analytics tools that 
track student engagement, motivation, and 
socio-emotional indicators in real time, enabling 
teachers to personalize instruction and 
intervene early. The product tracks students’
behaviours across 15+ indicators and provides 
reports to teachers and evaluators.",,,,m_kerdy@hotmail.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
471,GRITHub,12-Feb-26,Startup,Entry Track,e-commerce,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"GRITHub, is creating a unified professional 
super app that brings together networking, 
hiring, collaboration, marketplaces, freelancers, 
digital B2B products and services, events, 
investors, and business communities into one 
trusted ecosystem",,,,zoya@grithubinnovations.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
472,DentalAI,12-Feb-26,Startup,Entry Track,HealthTech,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"DentalAI is a health-tech startup that is 
developing a home-use device connected to an 
intelligent mobile app that allows users to 
examine their teeth anytime, receive instant oral 
health reports, and connect directly with 
dentists. DentalAI focuses on early detection of 
tooth decay, which is the key to maintaining 
better overall health and quality of life",,,,assiadahmani31@gmail.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
473,AI-ERP,12-Feb-26,Startup,Entry Track,Enterprise SaaS,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"AI-ERP is a solution that builds an AI layer on 
top of existing ERP systems such as SAP, 
Odoo, and Oracle. The AI will function as the 
executive brain for modern organizations. 
Instead of being a traditional ERP system, AIERP layers cognitive intelligence, automated 
decision-making, and predictive analytics on top 
of existing ERP tools",,,,ahmedomer1111@gmail.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
474,Atlas Remote,12-Feb-26,Startup,Entry Track,Enterprise SaaS,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"Atlas Remote is an institutional workflow 
automation platform designed for government 
ministries, public institutions, and large 
enterprises. Their platform automates complex, 
document-heavy, multi-step processes by 
combining three components: a structured workflow engine, advanced document AI, and a 
human-in-the-loop QA layer",,,,george@atlasremoteservices.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
475,Durra,12-Feb-26,Startup,Entry Track,FinTech,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"A Qatari robo-advisory application that invests 
on behalf of users based on risk tolerance in US 
market. The application also tracks their 
spending habits and gives users reports and 
analytics to improve them",,,,salemqa14@gmail.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
476,BioChainVault,12-Feb-26,Startup,Entry Track,HealthTech,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"BioChainVault is developing a blockchain-based 
digital platform that enables individuals to 
securely control, manage, and selectively share 
their health and genomic data in a transparent 
and ethical manner.
",,,,zakaria.salaheddine94@gmail.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
477,AvQuint Innovations Private Limited,12-Feb-26,Startup,Entry Track,HardwareTech,,Idea,,NA,Active,08-Mar-26,19/05/2026,NA,NA,NA,,,,,,,,,,,,,,,,,,,,"AvQuint Innovations is a deep-tech startup 
developing cutting-edge embedded systems 
and IoT solutions focused on automotive 
electronics and motor control applications. 
Their flagship product is an Automatic Car 
Cover System that combines advanced motor 
control, BLE connectivity, and intelligent 
environmental sensors to provide seamless 
vehicle protection",,,,sonawaneshantanu3@gmail.com,,Completed,NA (Entry Track),NA (Entry Track),NA (Entry Track),,,,NA (Entry Track),,NA (Entry Track),,,,
